排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
1,deeplearningbook-chinese,exacity/deeplearningbook-chinese,exacity,Deep Learning Book Chinese Translation,TeX,37322,9120,68,2016-12-07T11:46:51Z,2026-07-20T02:23:15Z,https://github.com/exacity/deeplearningbook-chinese,https://exacity.github.io/deeplearningbook-chinese,,8908,False,False
2,libpku,lib-pku/libpku,lib-pku,贵校课程资料民间整理,TeX,33706,8217,14,2018-11-22T13:33:06Z,2026-07-20T02:56:55Z,https://github.com/lib-pku/libpku,https://lib-pku.github.io/,,714371,False,False
3,Awesome-CV,posquit0/Awesome-CV,posquit0,:page_facing_up: Awesome CV is LaTeX template for your outstanding job application,TeX,28093,5297,144,2015-01-18T08:42:23Z,2026-07-20T03:37:23Z,https://github.com/posquit0/Awesome-CV,,LaTeX Project Public License v1.3c,17065,False,False
4,awesome-deep-learning-papers,terryum/awesome-deep-learning-papers,terryum,The most cited deep learning papers,TeX,26167,4426,38,2016-06-03T06:48:30Z,2026-07-19T04:46:15Z,https://github.com/terryum/awesome-deep-learning-papers,,,147,False,False
5,PlotNeuralNet,HarisIqbal88/PlotNeuralNet,HarisIqbal88,Latex code for making neural networks diagrams,TeX,24903,3067,89,2018-07-24T16:51:34Z,2026-07-20T02:06:56Z,https://github.com/HarisIqbal88/PlotNeuralNet,,MIT License,2269,False,False
6,whitepaper,unicitynetwork/whitepaper,unicitynetwork,,TeX,18999,605,0,2024-10-23T19:45:10Z,2026-07-19T23:14:49Z,https://github.com/unicitynetwork/whitepaper,,,15350,False,False
7,conv_arithmetic,vdumoulin/conv_arithmetic,vdumoulin,A technical report on convolution arithmetic in the context of deep learning,TeX,14696,2311,7,2016-02-24T15:18:33Z,2026-07-20T03:36:44Z,https://github.com/vdumoulin/conv_arithmetic,,MIT License,5638,False,True
8,os01,tuhdo/os01,tuhdo,Bootstrap yourself to write an OS from scratch. A book for self-learner.,TeX,13631,791,66,2017-02-14T04:30:14Z,2026-07-20T03:17:11Z,https://github.com/tuhdo/os01,,,20791,False,False
9,tensorflow-zh,jikexueyuanwiki/tensorflow-zh,jikexueyuanwiki,谷歌全新开源人工智能系统TensorFlow官方文档中文版,TeX,12361,4111,28,2015-11-10T07:59:30Z,2026-07-15T10:59:00Z,https://github.com/jikexueyuanwiki/tensorflow-zh,http://wiki.jikexueyuan.com/project/tensorflow-zh/,,44266,False,False
10,milewski-ctfp-pdf,hmemcpy/milewski-ctfp-pdf,hmemcpy,Bartosz Milewski's 'Category Theory for Programmers' unofficial PDF and LaTeX source,TeX,11660,644,67,2017-09-02T20:53:28Z,2026-07-20T01:46:27Z,https://github.com/hmemcpy/milewski-ctfp-pdf,https://bartoszmilewski.com/2014/10/28/category-theory-for-programmers-the-preface/,Other,73025,False,False
11,leetcode,soulmachine/leetcode,soulmachine,LeetCode题解，151道题完整版。,TeX,11340,3376,50,2013-10-09T02:33:48Z,2026-07-18T13:48:59Z,https://github.com/soulmachine/leetcode,,"BSD 3-Clause ""New"" or ""Revised"" License",40440,False,False
12,resume,billryan/resume,billryan,An elegant \LaTeX\ résumé template. 大陆镜像 https://gods.coding.net/p/resume/git,TeX,11270,2863,49,2015-05-30T11:06:09Z,2026-07-20T03:21:21Z,https://github.com/billryan/resume,,MIT License,104428,False,False
13,AI-Research-SKILLs,Orchestra-Research/AI-Research-SKILLs,Orchestra-Research,Comprehensive open-source library of AI research and engineering skills for any AI model. Package the skills and your claude code/codex/gemini agent will be an AI research agent with full horsepower. Maintained by Orchestra Research.,TeX,10864,803,16,2025-11-03T06:13:06Z,2026-07-20T03:05:50Z,https://github.com/Orchestra-Research/AI-Research-SKILLs,http://orchestra-research.com,MIT License,21295,False,False
14,MathModel,zhanwen/MathModel,zhanwen,研究生数学建模，本科生数学建模、数学建模竞赛优秀论文，数学建模算法，LaTeX论文模板，算法思维导图，参考书籍，Matlab软件教程，PPT,TeX,10772,2245,23,2018-07-15T02:55:48Z,2026-07-20T03:25:06Z,https://github.com/zhanwen/MathModel,,,3883443,False,False
15,lkmpg,sysprog21/lkmpg,sysprog21,The Linux Kernel Module Programming Guide (updated for 5.0+ kernels),TeX,8528,621,12,2021-07-21T22:24:43Z,2026-07-19T16:25:09Z,https://github.com/sysprog21/lkmpg,https://sysprog21.github.io/lkmpg/,Open Software License 3.0,8834,False,False
16,machine-learning-cheat-sheet,soulmachine/machine-learning-cheat-sheet,soulmachine,Classical equations and diagrams in machine learning,TeX,8037,1334,11,2013-05-09T07:43:59Z,2026-07-17T19:31:13Z,https://github.com/soulmachine/machine-learning-cheat-sheet,http://soulmachine.me,,20305,False,False
17,mtheme,matze/mtheme,matze,A modern LaTeX Beamer theme,TeX,6855,861,90,2014-09-19T20:54:40Z,2026-07-19T04:06:46Z,https://github.com/matze/mtheme,,,3713,False,False
18,resume,sb2nov/resume,sb2nov,Software developer resume in Latex,TeX,6796,1861,35,2015-10-11T23:37:23Z,2026-07-20T02:42:43Z,https://github.com/sb2nov/resume,http://sourabhbajaj.com,MIT License,3445,False,False
19,awesome-NeRF,awesome-NeRF/awesome-NeRF,awesome-NeRF,A curated list of awesome neural radiance fields papers,TeX,6774,599,0,2020-11-26T16:10:56Z,2026-07-15T07:52:16Z,https://github.com/awesome-NeRF/awesome-NeRF,,MIT License,360,False,False
20,cheatsheets,rstudio/cheatsheets,rstudio,Posit Cheat Sheets - Can also be found at https://posit.co/resources/cheatsheets/.,TeX,6376,1939,28,2017-01-04T18:04:05Z,2026-07-19T06:40:46Z,https://github.com/rstudio/cheatsheets,https://rstudio.github.io/cheatsheets/,Creative Commons Attribution 4.0 International,1277072,False,False
21,AlgoXY,liuxinyu95/AlgoXY,liuxinyu95,Book of Elementary Functional Algorithms and Data structures,TeX,6324,764,1,2011-04-20T01:56:23Z,2026-07-17T03:11:55Z,https://github.com/liuxinyu95/AlgoXY,,,37271,False,False
22,vimtex,lervag/vimtex,lervag,VimTeX: A modern Vim and neovim filetype plugin for LaTeX files.,TeX,6307,415,2,2013-10-05T11:55:11Z,2026-07-19T15:40:48Z,https://github.com/lervag/vimtex,,MIT License,12396,False,False
23,Data-Science-Cheatsheet,aaronwangy/Data-Science-Cheatsheet,aaronwangy,"A helpful 5-page machine learning cheatsheet to assist with exam reviews, interview prep, and anything in-between.",TeX,5427,756,7,2021-02-05T06:01:57Z,2026-07-19T23:50:51Z,https://github.com/aaronwangy/Data-Science-Cheatsheet,,,4572,False,False
24,thuthesis,tuna/thuthesis,tuna,LaTeX Thesis Template for Tsinghua University,TeX,5408,1162,8,2011-09-12T10:20:07Z,2026-07-18T16:40:28Z,https://github.com/tuna/thuthesis,https://www.ctan.org/pkg/thuthesis,LaTeX Project Public License v1.3c,8396,False,False
25,gt-nlp-class,jacobeisenstein/gt-nlp-class,jacobeisenstein,"Course materials for Georgia Tech CS 4650 and 7650, ""Natural Language""",TeX,5078,1093,2,2013-02-28T18:27:27Z,2026-07-17T13:13:44Z,https://github.com/jacobeisenstein/gt-nlp-class,,,331077,False,False
26,Deedy-Resume,deedy/Deedy-Resume,deedy,"A one page , two asymmetric column resume template in XeTeX that caters to an undergraduate Computer Science student",TeX,5042,1288,50,2014-04-30T12:14:35Z,2026-07-19T10:15:51Z,https://github.com/deedy/Deedy-Resume,,Apache License 2.0,3483,False,False
27,openmlsys,openmlsys/openmlsys,openmlsys,《Machine Learning Systems: Design and Implementation》 (V2 is launching soon）,TeX,4823,475,90,2022-01-18T08:43:46Z,2026-07-19T07:23:04Z,https://github.com/openmlsys/openmlsys,https://openmlsys.github.io/v1/cn/,,51165,False,False
28,riscv-isa-manual,riscv/riscv-isa-manual,riscv,RISC-V Instruction Set Manual,TeX,4725,849,152,2017-02-02T03:24:54Z,2026-07-18T16:30:17Z,https://github.com/riscv/riscv-isa-manual,https://riscv.github.io/riscv-isa-manual/,Creative Commons Attribution 4.0 International,59338,False,False
29,slam-handbook-public-release,SLAM-Handbook-contributors/slam-handbook-public-release,SLAM-Handbook-contributors,Release repo for our SLAM Handbook,TeX,4592,302,12,2024-10-26T04:29:12Z,2026-07-16T15:03:19Z,https://github.com/SLAM-Handbook-contributors/slam-handbook-public-release,,,102971,False,False
30,DeepLearning,wangshusen/DeepLearning,wangshusen,,TeX,4223,890,16,2019-04-09T20:53:42Z,2026-07-19T16:42:41Z,https://github.com/wangshusen/DeepLearning,,Other,342089,False,False
31,annotated_latex_equations,synercys/annotated_latex_equations,synercys,"Examples of how to create colorful, annotated equations in Latex using Tikz.",TeX,3897,212,0,2022-01-10T02:22:42Z,2026-07-19T04:11:14Z,https://github.com/synercys/annotated_latex_equations,,MIT License,684,False,False
32,ucasthesis,mohuangrui/ucasthesis,mohuangrui,LaTeX Thesis Template for the University of Chinese Academy of Sciences ,TeX,3885,949,24,2014-05-08T04:35:44Z,2026-07-18T14:47:11Z,https://github.com/mohuangrui/ucasthesis,,,1714,False,False
33,SJTUThesis,sjtug/SJTUThesis,sjtug,上海交通大学 LaTeX 论文模板 | Shanghai Jiao Tong University LaTeX Thesis Template,TeX,3819,796,8,2012-05-25T05:18:48Z,2026-07-15T14:42:29Z,https://github.com/sjtug/SJTUThesis,,Apache License 2.0,3048,False,False
34,latex_paper_writing_tips,guanyingc/latex_paper_writing_tips,guanyingc,Tips for Writing a Research Paper using LaTeX,TeX,3803,413,1,2021-11-19T04:59:45Z,2026-07-19T14:22:37Z,https://github.com/guanyingc/latex_paper_writing_tips,,,4128,False,False
35,lshort-zh-cn,CTeX-org/lshort-zh-cn,CTeX-org,A Chi­nese edi­tion of the Not So Short Introduction to LaTeX2ε,TeX,3726,454,5,2016-06-07T11:05:38Z,2026-07-17T15:44:59Z,https://github.com/CTeX-org/lshort-zh-cn,,GNU Free Documentation License v1.3,718,False,False
36,zjuthesis,TheNetAdmin/zjuthesis,TheNetAdmin,Zhejiang University Graduation Thesis LaTeX Template,TeX,3723,749,38,2018-04-19T05:25:46Z,2026-07-20T01:02:30Z,https://github.com/TheNetAdmin/zjuthesis,https://thenetadmin.github.io/zjuthesis,MIT License,1197,False,False
37,the-sourdough-framework,hendricius/the-sourdough-framework,hendricius,Open source book dedicated to helping you to make the best possible sourdough bread at home.,TeX,3602,186,23,2022-01-21T20:43:13Z,2026-07-18T21:06:35Z,https://github.com/hendricius/the-sourdough-framework,https://breadco.de/book,Creative Commons Attribution Share Alike 4.0 International,211649,False,False
38,perf-book,dendibakh/perf-book,dendibakh,"The book ""Performance Analysis and Tuning on Modern CPU""",TeX,3600,253,21,2021-12-06T18:45:43Z,2026-07-19T09:41:31Z,https://github.com/dendibakh/perf-book,https://products.easyperf.net/perf-book-2,Creative Commons Zero v1.0 Universal,124944,False,False
39,cphb,pllk/cphb,pllk,Competitive Programmer's Handbook,TeX,3466,403,34,2016-12-28T22:53:41Z,2026-07-18T07:37:51Z,https://github.com/pllk/cphb,,,26360,False,False
40,resume,hijiangtao/resume,hijiangtao,个人中文简历 Latex 源码 https://hijiangtao.github.io/,TeX,3410,719,3,2017-03-09T01:22:22Z,2026-07-20T02:16:21Z,https://github.com/hijiangtao/resume,,MIT License,37455,False,False
41,archbase,foxsen/archbase,foxsen,教科书《计算机体系结构基础》（胡伟武等，第三版）的开源版本,TeX,3333,320,4,2021-10-27T11:18:56Z,2026-07-19T19:17:28Z,https://github.com/foxsen/archbase,,Other,238131,False,False
42,latexcv,jankapunkt/latexcv,jankapunkt,:necktie: A collection of cv and resume templates written in LaTeX. Leave an issue if your language is not supported!,TeX,3314,638,0,2014-06-15T19:31:19Z,2026-07-19T03:54:46Z,https://github.com/jankapunkt/latexcv,https://latexcv.pro/,MIT License,15261,False,False
43,Introduction-to-Autonomous-Robots,Introduction-to-Autonomous-Robots/Introduction-to-Autonomous-Robots,Introduction-to-Autonomous-Robots,Introduction to Autonomous Robots,TeX,3290,709,8,2013-11-15T21:41:51Z,2026-07-17T13:41:18Z,https://github.com/Introduction-to-Autonomous-Robots/Introduction-to-Autonomous-Robots,https://introduction-to-autonomous-robots.github.io/,Other,464075,False,False
44,cwa-documentation,corona-warn-app/cwa-documentation,corona-warn-app,"Project overview, general documentation, and white papers. The CWA development ends on May 31, 2023. You still can warn other users until April 30, 2023. More information:",TeX,3223,338,39,2020-05-12T21:10:22Z,2026-07-18T19:53:23Z,https://github.com/corona-warn-app/cwa-documentation,https://coronawarn.app/en/faq/#ramp_down,Apache License 2.0,20285,False,True
45,probability_cheatsheet,wzchen/probability_cheatsheet,wzchen,A comprehensive 10-page probability cheatsheet that covers a semester's worth of introduction to probability.,TeX,3148,700,3,2014-07-13T18:00:05Z,2026-07-16T03:53:22Z,https://github.com/wzchen/probability_cheatsheet,http://www.wzchen.com/probability-cheatsheet,,4156,False,False
46,awesome-deep-learning-music,ybayle/awesome-deep-learning-music,ybayle,List of articles related to deep learning applied to music,TeX,2975,345,7,2017-08-15T17:36:33Z,2026-07-17T18:48:02Z,https://github.com/ybayle/awesome-deep-learning-music,,MIT License,6156,False,False
47,language,dart-lang/language,dart-lang,Design of the Dart language,TeX,2926,234,1314,2018-06-13T22:49:18Z,2026-07-19T19:24:31Z,https://github.com/dart-lang/language,,Other,6507,False,False
48,tensorflow-internals,horance-liu/tensorflow-internals,horance-liu,It is open source ebook about TensorFlow kernel and implementation mechanism.,TeX,2887,574,23,2018-06-30T02:50:29Z,2026-07-14T22:57:55Z,https://github.com/horance-liu/tensorflow-internals,,,106970,False,False
49,MTBook,NiuTrans/MTBook,NiuTrans,《机器翻译：基础与模型》肖桐 朱靖波 著 - Machine Translation: Foundations and Models,TeX,2795,751,4,2020-05-01T07:45:20Z,2026-07-14T16:26:31Z,https://github.com/NiuTrans/MTBook,https://opensource.niutrans.com/mtbook/index.html,,103192,False,False
50,resume,jakegut/resume,jakegut,LaTeX template for my personal resume,TeX,2769,666,0,2020-08-28T22:05:03Z,2026-07-19T19:47:24Z,https://github.com/jakegut/resume,,MIT License,143,False,True
51,mcdowell-cv,dnl-blkv/mcdowell-cv,dnl-blkv,A Nice-looking CV template made into LaTeX,TeX,2689,849,18,2015-12-14T03:33:02Z,2026-07-17T09:40:46Z,https://github.com/dnl-blkv/mcdowell-cv,https://www.careercup.com/resume,MIT License,1002,False,False
52,ml-pen-and-paper-exercises,michaelgutmann/ml-pen-and-paper-exercises,michaelgutmann,Pen and paper exercises in machine learning,TeX,2688,234,5,2022-06-27T16:33:05Z,2026-07-17T16:14:28Z,https://github.com/michaelgutmann/ml-pen-and-paper-exercises,,,1815,False,False
53,ThinkPython2,AllenDowney/ThinkPython2,AllenDowney,"LaTeX source and supporting code for Think Python, 2nd edition, by Allen Downey.",TeX,2641,1670,0,2015-07-02T16:42:18Z,2026-07-16T10:42:00Z,https://github.com/AllenDowney/ThinkPython2,,Other,3994,False,False
54,Data-Science-Cheatsheet,ml874/Data-Science-Cheatsheet,ml874,,TeX,2572,610,5,2018-08-10T21:02:47Z,2026-07-18T13:22:05Z,https://github.com/ml874/Data-Science-Cheatsheet,,,3688,False,False
55,transferlearning-tutorial,jindongwang/transferlearning-tutorial,jindongwang,《迁移学习简明手册》LaTex源码,TeX,2545,492,12,2018-04-11T00:37:24Z,2026-07-16T08:15:49Z,https://github.com/jindongwang/transferlearning-tutorial,http://jd92.wang/tlbook,,34361,False,False
