排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
24,openproject,opf/openproject,opf,"OpenProject is the leading open source project management software for product, project and portfolio management. A powerful Jira alternative with agile planning, issue tracking, roadmaps, Gantt charts, time tracking, collaboration features, and more. Available on premises or in the cloud. ⭐Star us on GitHub",Ruby,15742,3399,196,2012-11-28T09:59:11Z,2026-08-02T23:49:23Z,https://github.com/opf/openproject,https://www.openproject.org,GNU General Public License v3.0,2836806,False,False
25,spree,spree/spree,spree,"Open Source eCommerce Platform for B2B, Marketplace, and Enterprise. REST API, TypeScript SDK, and production-ready Next.js storefront. Self-host it. Own your stack. No vendor lock-in. Zero platform fees.",Ruby,15592,5286,134,2008-03-10T14:45:35Z,2026-08-01T02:14:26Z,https://github.com/spree/spree,https://spreecommerce.org,"BSD 3-Clause ""New"" or ""Revised"" License",288006,False,False
26,homebrew-core,Homebrew/homebrew-core,Homebrew,🍻 Default formulae for the missing package manager for macOS (or Linux),Ruby,15476,13710,74,2016-03-01T06:58:36Z,2026-08-03T03:31:52Z,https://github.com/Homebrew/homebrew-core,https://brew.sh,"BSD 2-Clause ""Simplified"" License",1200166,False,False
27,CocoaPods,CocoaPods/CocoaPods,CocoaPods,The Cocoa Dependency Manager.,Ruby,14830,2686,839,2011-08-14T00:10:53Z,2026-08-01T20:38:37Z,https://github.com/CocoaPods/CocoaPods,https://cocoapods.org/,Other,98379,False,False
28,quine-relay,mame/quine-relay,mame,An uroboros program with 100+ programming languages,Ruby,14549,567,18,2013-07-15T13:29:20Z,2026-08-01T22:32:46Z,https://github.com/mame/quine-relay,,,17695,False,False
29,kamal,basecamp/kamal,basecamp,Deploy web apps anywhere.,Ruby,14486,739,153,2023-01-07T14:32:08Z,2026-08-03T00:22:03Z,https://github.com/basecamp/kamal,https://kamal-deploy.org,MIT License,3203,False,False
30,awesome-stock-resources,neutraltone/awesome-stock-resources,neutraltone,":city_sunrise: A collection of links for free stock photography, video and Illustration websites",Ruby,14401,808,65,2015-10-31T15:45:23Z,2026-08-02T15:41:48Z,https://github.com/neutraltone/awesome-stock-resources,,Creative Commons Zero v1.0 Universal,791,False,False
31,gollum,gollum/gollum,gollum,"A simple, Git-powered wiki with a local frontend and support for many kinds of markup and content.",Ruby,14307,1560,91,2010-03-29T18:30:53Z,2026-08-01T06:58:36Z,https://github.com/gollum/gollum,,MIT License,137814,False,False
32,tmuxinator,tmuxinator/tmuxinator,tmuxinator,Manage complex tmux sessions easily,Ruby,13686,625,96,2010-12-10T21:49:50Z,2026-08-03T02:24:21Z,https://github.com/tmuxinator/tmuxinator,,MIT License,1020,False,False
33,diaspora,diaspora/diaspora,diaspora,"A privacy-aware, distributed, open source social network.",Ruby,13656,2863,424,2010-09-15T05:20:04Z,2026-07-28T20:38:16Z,https://github.com/diaspora/diaspora,https://diasporafoundation.org/,GNU Affero General Public License v3.0,117798,False,False
34,linguist,github-linguist/linguist,github-linguist,"Language Savant. If your repository's language is being reported incorrectly, send us a pull request!",Ruby,13613,5314,249,2011-05-09T22:53:13Z,2026-08-02T22:34:43Z,https://github.com/github-linguist/linguist,,MIT License,42029,False,False
35,fluentd,fluent/fluentd,fluent,Fluentd: Unified Logging Layer (project under CNCF),Ruby,13574,1401,135,2011-06-19T08:41:40Z,2026-08-02T13:19:38Z,https://github.com/fluent/fluentd,https://www.fluentd.org,Apache License 2.0,21353,False,False
36,sidekiq,sidekiq/sidekiq,sidekiq,"Simple, efficient background processing for Ruby",Ruby,13556,2482,21,2012-01-16T23:17:27Z,2026-08-02T20:52:09Z,https://github.com/sidekiq/sidekiq,https://sidekiq.org,Other,15112,False,False
37,capistrano,capistrano/capistrano,capistrano,"A deployment automation tool built on Ruby, Rake, and SSH.",Ruby,12974,1745,64,2009-02-26T16:14:04Z,2026-07-29T07:53:23Z,https://github.com/capistrano/capistrano,http://www.capistranorb.com,MIT License,4655,False,False
38,rubocop,rubocop/rubocop,rubocop,"A Ruby static code analyzer and formatter, based on the community Ruby style guide.",Ruby,12893,3117,155,2012-04-21T10:09:58Z,2026-08-01T15:35:58Z,https://github.com/rubocop/rubocop,https://docs.rubocop.org,MIT License,54229,False,False
39,sinatra,sinatra/sinatra,sinatra,Classy web-development dressed in a DSL (official / canonical repo),Ruby,12452,2074,47,2009-01-14T01:27:30Z,2026-08-02T13:52:59Z,https://github.com/sinatra/sinatra,https://sinatrarb.com,MIT License,7873,False,False
40,ubicloud,ubicloud/ubicloud,ubicloud,"Open source alternative to AWS. Elastic compute, block storage (non replicated), firewall and load balancer, managed Postgres, K8s, AI inference, and IAM services.",Ruby,12201,580,112,2023-01-17T19:29:00Z,2026-08-02T22:48:21Z,https://github.com/ubicloud/ubicloud,https://ubicloud.com,GNU Affero General Public License v3.0,24558,False,False
41,faker,faker-ruby/faker,faker-ruby,"A library for generating fake data such as names, addresses, and phone numbers.",Ruby,11929,3215,40,2008-12-24T17:20:37Z,2026-08-02T14:33:18Z,https://github.com/faker-ruby/faker,,MIT License,15049,False,False
42,liquid,Shopify/liquid,Shopify,"Liquid markup language. Safe, customer facing template language for flexible web apps. ",Ruby,11850,1538,422,2008-05-08T15:27:26Z,2026-08-02T20:50:16Z,https://github.com/Shopify/liquid,https://shopify.github.io/liquid/,MIT License,6592,False,False
43,remote-working,greatghoul/remote-working,greatghoul,收集整理远程工作相关的资料,Ruby,11696,893,1,2013-10-22T03:17:29Z,2026-08-03T02:49:38Z,https://github.com/greatghoul/remote-working,https://remote-china.com/,MIT License,2285,False,False
44,fpm,jordansissel/fpm,jordansissel,"Effing package management! Build packages for multiple platforms (deb, rpm, etc) with great ease and sanity.",Ruby,11498,1065,792,2011-01-03T20:07:59Z,2026-08-01T06:21:35Z,https://github.com/jordansissel/fpm,http://fpm.readthedocs.io/en/latest/,Other,3099,False,False
45,Learning-SICP,DeathKing/Learning-SICP,DeathKing,MIT视频公开课《计算机程序的构造和解释》中文化项目及课程学习资料搜集。,Ruby,11258,1531,1,2012-11-14T13:43:27Z,2026-08-01T13:38:24Z,https://github.com/DeathKing/Learning-SICP,https://learningsicp.github.io,,9088,False,False
46,capybara,teamcapybara/capybara,teamcapybara,Acceptance test framework for web applications,Ruby,10166,1472,20,2009-11-04T22:19:17Z,2026-07-26T18:04:10Z,https://github.com/teamcapybara/capybara,http://teamcapybara.github.io/capybara/,MIT License,12757,False,False
47,grape,ruby-grape/grape,ruby-grape,An opinionated framework for creating REST-like APIs in Ruby.,Ruby,9996,1231,246,2010-08-02T14:25:08Z,2026-08-02T21:11:43Z,https://github.com/ruby-grape/grape,http://www.ruby-grape.org,MIT License,7695,False,False
48,dawarich,Freika/dawarich,Freika,Your favorite self-hostable alternative to Google Timeline (Google Location History),Ruby,9968,345,157,2024-03-24T19:46:00Z,2026-08-03T01:40:08Z,https://github.com/Freika/dawarich,https://dawarich.app?utm_source=github&utm_medium=project_description,GNU Affero General Public License v3.0,61546,False,False
49,wpscan,wpscanteam/wpscan,wpscanteam,WPScan WordPress security scanner. Written for security professionals and blog maintainers to test the security of their WordPress websites. Contact us via contact@wpscan.com,Ruby,9724,1348,0,2012-07-11T20:27:47Z,2026-08-01T23:17:49Z,https://github.com/wpscanteam/wpscan,https://wpscan.com/wordpress-cli-scanner,Other,59895,False,False
50,activeadmin,activeadmin/activeadmin,activeadmin,The administration framework for Ruby on Rails applications.,Ruby,9704,3323,29,2010-04-15T14:26:03Z,2026-07-31T11:03:55Z,https://github.com/activeadmin/activeadmin,https://activeadmin.info,MIT License,16784,False,False
51,guides,thoughtbot/guides,thoughtbot,A guide for programming in style.,Ruby,9560,1350,13,2012-07-27T03:15:44Z,2026-08-02T17:08:03Z,https://github.com/thoughtbot/guides,https://thoughtbot.com/playbook,,1027,False,False
52,gumroad,antiwork/gumroad,antiwork,See what sticks,Ruby,9508,2002,13,2025-04-03T07:22:41Z,2026-08-03T03:09:28Z,https://github.com/antiwork/gumroad,https://gumroad.com,MIT License,618017,False,False
53,resque,resque/resque,resque,"Resque is a Redis-backed Ruby library for creating background jobs, placing them on multiple queues, and processing them later.",Ruby,9482,1662,89,2009-08-12T00:27:35Z,2026-08-02T16:52:47Z,https://github.com/resque/resque,http://resque.github.io/,MIT License,2690,False,False
54,how-to-contribute-to-open-source,freeCodeCamp/how-to-contribute-to-open-source,freeCodeCamp,A guide to contributing to open source,Ruby,9324,1861,95,2016-09-25T22:01:22Z,2026-08-02T17:21:58Z,https://github.com/freeCodeCamp/how-to-contribute-to-open-source,,Creative Commons Attribution Share Alike 4.0 International,777,False,False
55,sure,we-promise/sure,we-promise,The personal finance app for everyone (by everyone),Ruby,9263,319,494,2025-07-23T04:13:55Z,2026-08-03T02:32:45Z,https://github.com/we-promise/sure,https://sure.am,GNU Affero General Public License v3.0,85703,False,False
56,octopress,imathis/octopress,imathis,Octopress is an obsessively designed framework for Jekyll blogging. It’s easy to configure and easy to deploy. Sweet huh?,Ruby,9236,2559,243,2009-10-18T21:41:32Z,2026-08-01T20:35:47Z,https://github.com/imathis/octopress,http://github.com/imathis/octopress,,170801,False,False
57,paperclip,thoughtbot/paperclip,thoughtbot,Easy file attachment management for ActiveRecord,Ruby,9022,2415,53,2008-04-10T19:58:20Z,2026-08-01T20:18:14Z,https://github.com/thoughtbot/paperclip,https://thoughtbot.com,Other,3579,False,True
58,bourbon,thoughtbot/bourbon,thoughtbot,A Lightweight Sass Tool Set,Ruby,9007,858,0,2011-04-23T15:41:20Z,2026-08-02T11:52:51Z,https://github.com/thoughtbot/bourbon,https://www.bourbon.io/,MIT License,3159,False,True
59,pghero,ankane/pghero,ankane,A performance dashboard for Postgres,Ruby,8905,476,4,2014-07-21T09:56:02Z,2026-08-02T11:50:08Z,https://github.com/ankane/pghero,,MIT License,2473,False,False
60,whenever,javan/whenever,javan,Cron jobs in Ruby,Ruby,8862,716,85,2009-02-16T03:19:48Z,2026-07-29T16:48:03Z,https://github.com/javan/whenever,,MIT License,582,False,False
61,carrierwave,carrierwaveuploader/carrierwave,carrierwaveuploader,"Classier solution for file uploads for Rails, Sinatra and other Ruby web frameworks",Ruby,8781,1649,67,2008-08-28T18:39:49Z,2026-07-28T18:06:49Z,https://github.com/carrierwaveuploader/carrierwave,https://github.com/carrierwaveuploader/carrierwave,,5102,False,False
62,kaminari,kaminari/kaminari,kaminari,"⚡ A Scope & Engine based, clean, powerful, customizable and sophisticated paginator for Ruby webapps",Ruby,8674,1072,75,2011-02-06T08:07:20Z,2026-08-02T03:14:28Z,https://github.com/kaminari/kaminari,https://github.com/kaminari/kaminari/wiki,MIT License,1568,False,False
63,community,community/community,community,"Public feedback discussions for: GitHub Mobile, GitHub Discussions, GitHub Codespaces, GitHub Sponsors, GitHub Issues and more!",Ruby,8621,4141,0,2020-10-06T00:30:24Z,2026-08-03T01:41:59Z,https://github.com/community/community,,Creative Commons Attribution 4.0 International,735,False,False
64,pundit,varvet/pundit,varvet,Minimal authorization through OO design and pure Ruby classes,Ruby,8520,643,16,2012-11-04T09:20:19Z,2026-08-03T01:26:46Z,https://github.com/varvet/pundit,,MIT License,762,False,False
65,chef,chef/chef,chef,"Chef Infra, a powerful automation platform that transforms infrastructure into code automating how infrastructure is configured, deployed and managed across any environment, at any scale",Ruby,8229,2519,358,2009-01-15T20:40:48Z,2026-08-02T05:27:06Z,https://github.com/chef/chef,http://www.chef.io/chef/,Apache License 2.0,395070,False,False
66,simple_form,heartcombo/simple_form,heartcombo,"Forms made easy for Rails! It's tied to a simple DSL, with no opinion on markup.",Ruby,8227,1298,37,2009-12-28T14:23:48Z,2026-08-03T01:26:06Z,https://github.com/heartcombo/simple_form,,MIT License,2877,False,False
67,factory_bot,thoughtbot/factory_bot,thoughtbot,A library for setting up Ruby objects as test data.,Ruby,8185,2556,79,2008-06-03T13:55:37Z,2026-08-02T02:43:20Z,https://github.com/thoughtbot/factory_bot,https://thoughtbot.com,MIT License,4216,False,False
68,omniauth,omniauth/omniauth,omniauth,OmniAuth is a flexible authentication system utilizing Rack middleware.,Ruby,8099,975,102,2010-03-30T20:34:32Z,2026-07-31T03:20:43Z,https://github.com/omniauth/omniauth,,MIT License,3071,False,False
69,fizzy,basecamp/fizzy,basecamp,Kanban as it should be. Not as it has been.,Ruby,8024,1164,72,2024-06-21T15:43:29Z,2026-08-02T15:34:46Z,https://github.com/basecamp/fizzy,https://fizzy.do,Other,61856,False,False
70,rails_admin,railsadminteam/rails_admin,railsadminteam,RailsAdmin is a Rails engine that provides an easy-to-use interface for managing your data,Ruby,7958,2236,208,2010-08-01T17:01:00Z,2026-08-02T16:48:48Z,https://github.com/railsadminteam/rails_admin,,MIT License,20896,False,False
71,puppet,puppetlabs/puppet,puppetlabs,Server automation framework and application,Ruby,7916,2212,98,2010-09-14T19:26:44Z,2026-08-02T11:45:23Z,https://github.com/puppetlabs/puppet,https://puppet.com/open-source/#osp,Apache License 2.0,90447,False,False
72,puma,puma/puma,puma,A Ruby/Rack web server built for parallelism,Ruby,7913,1490,90,2011-09-23T02:26:08Z,2026-08-02T19:03:08Z,https://github.com/puma/puma,https://puma.io,"BSD 3-Clause ""New"" or ""Revised"" License",12954,False,False
73,scientist,github/scientist,github,:microscope: A Ruby library for carefully refactoring critical paths.,Ruby,7741,501,14,2014-02-05T15:58:43Z,2026-07-31T17:04:45Z,https://github.com/github/scientist,,MIT License,246,False,False
74,github-changelog-generator,github-changelog-generator/github-changelog-generator,github-changelog-generator,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub.",Ruby,7530,844,129,2014-10-31T14:06:48Z,2026-08-01T10:06:57Z,https://github.com/github-changelog-generator/github-changelog-generator,,MIT License,2486,False,False
75,jazzy,realm/jazzy,realm,Soulful docs for Swift & Objective-C,Ruby,7382,416,75,2014-06-06T05:52:11Z,2026-08-01T02:43:26Z,https://github.com/realm/jazzy,https://realm.io,MIT License,91695,False,False
76,bullet,flyerhzm/bullet,flyerhzm,help to kill N+1 queries and unused eager loading,Ruby,7337,457,7,2009-08-13T15:47:31Z,2026-08-02T03:25:17Z,https://github.com/flyerhzm/bullet,,MIT License,1770,False,False
77,brakeman,presidentbeef/brakeman,presidentbeef,A static analysis security vulnerability scanner for Ruby on Rails applications,Ruby,7261,773,112,2010-08-27T00:00:58Z,2026-08-01T21:38:07Z,https://github.com/presidentbeef/brakeman,https://brakemanscanner.org/,Other,46195,False,False
78,middleman,middleman/middleman,middleman,Hand-crafted frontend development,Ruby,7112,753,18,2009-07-27T21:41:11Z,2026-08-01T21:52:41Z,https://github.com/middleman/middleman,https://middlemanapp.com,MIT License,23680,False,False
79,paper_trail,paper-trail-gem/paper_trail,paper-trail-gem,Track changes to your rails models,Ruby,7028,910,7,2009-05-27T15:20:55Z,2026-07-30T19:02:45Z,https://github.com/paper-trail-gem/paper_trail,,MIT License,3936,False,False
80,dotfiles,skwp/dotfiles,skwp,"YADR - The best vim,git,zsh plugins and the cleanest vimrc you've ever seen",Ruby,6972,1357,4,2011-11-17T22:01:19Z,2026-07-30T23:02:21Z,https://github.com/skwp/dotfiles,http://skwp.github.com/dotfiles,"BSD 2-Clause ""Simplified"" License",2937,False,False
81,nodejs-learning-guide,chyingp/nodejs-learning-guide,chyingp,"Nodejs学习笔记以及经验总结，公众号""程序猿小卡""",Ruby,6871,1204,11,2016-11-03T14:35:28Z,2026-07-23T15:30:55Z,https://github.com/chyingp/nodejs-learning-guide,,Other,1166,False,False
82,better_errors,BetterErrors/better_errors,BetterErrors,Better error page for Rack apps,Ruby,6863,432,68,2012-12-08T11:02:18Z,2026-08-01T20:44:43Z,https://github.com/BetterErrors/better_errors,,MIT License,1494,False,False
83,pry,pry/pry,pry,A runtime developer console and IRB alternative with powerful introspection capabilities.,Ruby,6835,608,125,2010-12-07T08:10:47Z,2026-07-28T18:21:02Z,https://github.com/pry/pry,http://pry.github.io,Other,8501,False,False
84,mailcatcher,sj26/mailcatcher,sj26,Catches mail and serves it through a dream.,Ruby,6771,607,46,2010-10-25T01:29:06Z,2026-07-26T18:02:56Z,https://github.com/sj26/mailcatcher,http://mailcatcher.me,MIT License,942,False,False
85,dotenv,bkeepers/dotenv,bkeepers,A Ruby gem to load environment variables from `.env`. ,Ruby,6765,512,16,2012-07-24T03:38:51Z,2026-07-30T13:59:21Z,https://github.com/bkeepers/dotenv,,MIT License,728,False,False
86,canvas-lms,instructure/canvas-lms,instructure,"The open LMS by Instructure, Inc.",Ruby,6757,3015,464,2011-02-01T00:08:40Z,2026-08-02T01:00:39Z,https://github.com/instructure/canvas-lms,https://github.com/instructure/canvas-lms/wiki,GNU Affero General Public License v3.0,2263312,False,False
87,WhatWeb,urbanadventurer/WhatWeb,urbanadventurer,Next generation web scanner,Ruby,6757,1001,51,2010-09-30T10:00:30Z,2026-08-02T12:34:50Z,https://github.com/urbanadventurer/WhatWeb,https://www.morningstarsecurity.com/research/whatweb,GNU General Public License v2.0,11121,False,False
88,searchkick,ankane/searchkick,ankane,Intelligent search made easy,Ruby,6718,763,9,2013-07-15T01:44:33Z,2026-07-25T08:47:06Z,https://github.com/ankane/searchkick,,MIT License,3268,False,False
89,autoskills,midudev/autoskills,midudev,One command. Your entire AI skill stack. Installed.,Ruby,6615,598,32,2026-03-25T10:25:34Z,2026-08-02T23:33:42Z,https://github.com/midudev/autoskills,https://autoskills.sh,Other,8210,False,False
90,css-only-chat,kkuchta/css-only-chat,kkuchta,A truly monstrous async web chat using no JS whatsoever on the frontend,Ruby,6595,265,14,2019-05-07T14:32:58Z,2026-08-01T07:43:43Z,https://github.com/kkuchta/css-only-chat,,MIT License,21,False,False
91,lolcat,busyloop/lolcat,busyloop,Rainbows and unicorns!,Ruby,6559,231,33,2011-08-10T13:33:42Z,2026-07-29T18:13:02Z,https://github.com/busyloop/lolcat,,"BSD 3-Clause ""New"" or ""Revised"" License",533,False,False
92,chartkick,ankane/chartkick,ankane,Create beautiful JavaScript charts with one line of Ruby,Ruby,6528,564,7,2013-05-07T07:39:38Z,2026-07-29T10:10:01Z,https://github.com/ankane/chartkick,https://chartkick.com,MIT License,2065,False,False
93,guard,guard/guard,guard,Guard is a command line tool to easily handle events on file system modifications.,Ruby,6457,493,67,2010-08-02T16:26:44Z,2026-07-29T16:48:08Z,https://github.com/guard/guard,,MIT License,4040,False,False
94,geocoder,alexreisner/geocoder,alexreisner,Complete Ruby geocoding solution.,Ruby,6445,1199,55,2009-04-15T16:38:04Z,2026-08-01T15:12:41Z,https://github.com/alexreisner/geocoder,http://www.rubygeocoder.com,MIT License,3169,False,False
95,hanami,hanami/hanami,hanami,A flexible framework for maintainable Ruby apps,Ruby,6390,549,30,2013-08-09T15:24:44Z,2026-07-30T17:09:19Z,https://github.com/hanami/hanami,http://hanamirb.org,MIT License,27131,False,False
96,friendly_id,norman/friendly_id,norman,FriendlyId is the “Swiss Army bulldozer” of slugging and permalink plugins for ActiveRecord. It allows you to create pretty URL’s and work with human-friendly strings as if they were numeric ids for ActiveRecord models.,Ruby,6226,592,34,2008-04-18T13:16:06Z,2026-08-02T09:52:36Z,https://github.com/norman/friendly_id,http://norman.github.io/friendly_id/,MIT License,3893,False,False
97,cancan,ryanb/cancan,ryanb,Authorization Gem for Ruby on Rails.,Ruby,6207,772,244,2009-11-17T01:04:45Z,2026-08-01T19:47:24Z,https://github.com/ryanb/cancan,,MIT License,648,False,True
98,foreman,ddollar/foreman,ddollar,Manage Procfile-based applications,Ruby,6156,630,72,2010-05-18T00:53:45Z,2026-07-26T16:30:33Z,https://github.com/ddollar/foreman,http://ddollar.github.com/foreman,MIT License,1228,False,False
99,dnsmasq-china-list,felixonmars/dnsmasq-china-list,felixonmars,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.,Ruby,6103,954,48,2013-06-02T03:10:59Z,2026-08-03T02:24:46Z,https://github.com/felixonmars/dnsmasq-china-list,,Other,422197,False,False
100,vcr,vcr/vcr,vcr,"Record your test suite's HTTP interactions and replay them during future test runs for fast, deterministic, accurate tests.",Ruby,6078,511,87,2010-02-25T07:16:00Z,2026-07-31T02:26:35Z,https://github.com/vcr/vcr,https://benoittgt.github.io/vcr,Other,3534,False,False
